Column1,Column2,Column3,Column4
,30520000,5104.729,
,32870000,5118.622,
,37570000,5145.783,
,42260000,5172.458,
,46960000,5198.968,
,49310000,5212.233,
,51650000,5225.537,
,54000000,5238.896,
,56350000,5252.322,
,58700000,5265.826,
,61050000,5279.417,
,63390000,5293.101,
,65740000,5306.878,
,68090000,5320.752,
,70440000,5334.719,
,72790000,5348.778,
,75130000,5362.923,
,77480000,5377.147,
,79830000,5391.443,
,82180000,5405.799,
,84530000,5420.205,
,85000000,5423.09,
,85470000,5425.977,
,85930000,5428.865,
,86400000,5431.754,
,86870000,5434.645,
,87340000,5437.534,
,87810000,5440.426,
,88280000,5443.317,
,88750000,5446.21,
,89220000,5449.102,
,89690000,5451.994,
,90160000,5454.886,
,90630000,5457.778,
,91100000,5460.669,
,91570000,5463.56,
,92040000,5466.449,
,92510000,5469.34,
,92980000,5472.227,
,93450000,5475.114,
,93920000,5477.999,
,103300000,5535.075,
,112700000,5589.649,
,122100000,5639.43,
,131500000,5682.008,
,136200000,5700.021,
,140900000,5715.745,
,150300000,5740.985,
,152600000,5746.266,
,159700000,5760.756,
,164400000,5770.173,
,169100000,5780.286,
,176100000,5798.439,
,178400000,5805.647,
,187800000,5842.271,
,199600000,5909.288,
,211300000,6002.083,
,223100000,6119.658,
,234800000,6259.937,
,258300000,6603.149,
,281800000,7029.843,
,305200000,7550.43,
,328700000,8185.775,
,352200000,8968.807,
,375700000,9949.922,
,422600000,12872.617,
,469600000,18540.754,
2,2p+1,->,4d0
,704400000,13188.316,
,939200000,4512.203,
41,2p+1,->,4d+1
,10,4861.32,
,4696000,4855.957,
,7044000,4847.655,
,9392000,4836.336,
,11740000,4822.264,
,14090000,4805.727,
,16440000,4787.025,
,18780000,4766.451,
,21130000,4744.286,
,23480000,4720.789,
,28180000,4670.726,
,32870000,4617.875,
,37570000,4563.491,
,42260000,4508.52,
,46960000,4453.654,
,51650000,4399.382,
,56350000,4346.04,
,61050000,4293.844,
,65740000,4242.929,
,70440000,4193.366,
,75130000,4145.183,
,79830000,4098.378,
,84530000,4052.934,
,89220000,4008.815,
,93920000,3965.983,
,103300000,3883.998,
,112700000,3806.608,
,122100000,3733.45,
,131500000,3664.187,
,140900000,3598.506,
,164400000,3448.209,
,187800000,3314.941,
,211300000,3195.834,
,234800000,3088.629,
,281800000,2903.086,
,328700000,2747.64,
,375700000,2615.088,
,422600000,2500.392,
,469600000,2399.92,
,704400000,2036.172,
,939200000,1803.361,
60,2s0,->,4p+1
,10,4861.32,
,4696000,4799.621,
,7044000,4760.207,
,9392000,4716.279,
,11740000,4668.477,
,14090000,4617.451,
,18780000,4508.204,
,23480000,4393,
,28180000,4275.413,
,30520000,4216.61,
,32870000,4158.18,
,35220000,4100.362,
,37570000,4043.363,
,39920000,3987.368,
,42260000,3932.538,
,46960000,3826.938,
,51650000,3727.552,
,56350000,3635.121,
,61050000,3550.019,
,65740000,3472.1,
,70440000,3400.702,
,75130000,3334.868,
,79830000,3273.626,
,84530000,3216.156,
,89220000,3161.827,
,93920000,3110.17,
,98610000,3060.836,
,103300000,3013.561,
,108000000,2968.139,
,112700000,2924.406,
,117400000,2882.226,
,122100000,2841.486,
,126800000,2802.086,
,131500000,2763.941,
,136200000,2726.973,
,140900000,2691.112,
,150300000,2622.465,
,159700000,2557.552,
,169100000,2495.989,
,178400000,2437.436,
,187800000,2381.595,
,197200000,2328.199,
,206600000,2277.01,
,216000000,2227.82,
,225400000,2180.447,
,234800000,2134.737,
,244200000,2090.571,
,253600000,2047.864,
,263000000,2006.568,
,272400000,1966.666,
,281800000,1928.174,
,295800000,1873.163,
,328700000,1758.149,
,352200000,1687.128,
,375700000,1623.85,
,399200000,1566.64,
,422600000,1514.214,
,469600000,1420.467,
,704400000,1086.383,
,939200000,877.286,
41,2p+1,->,4d+2
,10,4861.32,
,4696000,4801.221,
,7044000,4763.699,
,9392000,4722.271,
,11740000,4677.461,
,14090000,4629.812,
,16440000,4579.845,
,18780000,4528.046,
,21130000,4474.862,
,23480000,4420.684,
,28180000,4310.689,
,32870000,4200.303,
,37570000,4091.157,
,42260000,3984.407,
,46960000,3880.84,
,51650000,3780.967,
,56350000,3685.09,
,61050000,3593.353,
,65740000,3505.786,
,70440000,3422.327,
,75130000,3342.853,
,79830000,3267.197,
,84530000,3195.165,
,89220000,3126.547,
,93920000,3061.13,
,103300000,2939.067,
,112700000,2827.419,
,122100000,2724.83,
,131500000,2630.16,
,140900000,2542.454,
,164400000,2348.739,
,187800000,2184.45,
,211300000,2043.12,
,234800000,1920.119,
,281800000,1716.206,
,328700000,1553.773,
,375700000,1421.12,
,422600000,1310.599,
,469600000,1216.996,
,704400000,903.005,
,939200000,722.639,
60,2s0,->,4f+1
,10,4861.32,
,4696000,4807.835,
,7044000,4778.204,
,9392000,4747.27,
,11740000,4715.167,
,14090000,4682.036,
,18780000,4613.25,
,23480000,4541.98,
,28180000,4469.157,
,30520000,4432.409,
,32870000,4395.549,
,35220000,4358.648,
,37570000,4321.771,
,39920000,4284.971,
,42260000,4248.3,
,46960000,4175.503,
,51650000,4103.656,
,56350000,4032.96,
,61050000,3963.56,
,65740000,3895.556,
,70440000,3829.012,
,75130000,3763.964,
,79830000,3700.431,
,84530000,3638.413,
,89220000,3577.898,
,93920000,3518.865,
,98610000,3461.289,
,103300000,3405.138,
,108000000,3350.379,
,112700000,3296.978,
,117400000,3244.898,
,122100000,3194.105,
,126800000,3144.564,
,131500000,3096.241,
,136200000,3049.103,
,140900000,3003.121,
,150300000,2914.504,
,159700000,2830.177,
,169100000,2749.949,
,178400000,2673.653,
,187800000,2601.138,
,197200000,2532.268,
,206600000,2466.918,
,216000000,2404.968,
,225400000,2346.298,
,234800000,2290.79,
,244200000,2238.314,
,253600000,2188.729,
,263000000,2141.884,
,272400000,2097.61,
,281800000,2055.731,
,295800000,1997.003,
,328700000,1875.998,
,352200000,1800.487,
,375700000,1732.042,
,399200000,1669.391,
,422600000,1611.6,
,469600000,1507.959,
,704400000,1140.922,
,939200000,914.465,
47,2p0,->,4d+1
,10,4861.32,
,4696000,4804.529,
,7044000,4770.954,
,9392000,4734.78,
,11740000,4696.345,
,14090000,4655.996,
,16440000,4614.08,
,18780000,4570.921,
,21130000,4526.82,
,23480000,4482.049,
,25830000,4436.845,
,28180000,4391.416,
,30520000,4345.943,
,32870000,4300.579,
,35220000,4255.451,
,37570000,4210.669,
,42260000,4122.477,
,46960000,4036.521,
,51650000,3953.122,
,56350000,3872.452,
,61050000,3794.581,
,65740000,3719.505,
,70440000,3647.174,
,75130000,3577.507,
,79830000,3510.407,
,84530000,3445.767,
,89220000,3383.476,
,93920000,3323.422,
,103300000,3209.599,
,112700000,3103.485,
,122100000,3004.345,
,131500000,2911.526,
,140900000,2824.448,
,164400000,2628.641,
,187800000,2459.088,
,211300000,2310.838,
,234800000,2180.104,
,258300000,2063.94,
,281800000,1960.02,
,305200000,1866.49,
,328700000,1781.848,
,352200000,1704.87,
,375700000,1634.547,
,422600000,1510.644,
,469600000,1404.903,
,704400000,1045.264,
,939200000,835.731,
79,2p+1,->,3s0
,10,6562.82,
,4696000,6654.069,
,7044000,6694.825,
,9392000,6732.867,
,11740000,6768.157,
,14090000,6800.677,
,16440000,6830.432,
,18780000,6857.44,
,21130000,6881.746,
,23480000,6903.402,
,25830000,6922.475,
,28180000,6939.04,
,30520000,6953.186,
,32870000,6965.003,
,37570000,6982.044,
,42260000,6990.983,
,46960000,6992.668,
,49310000,6991.053,
,51650000,6987.942,
,54000000,6983.439,
,56350000,6977.646,
,58700000,6970.658,
,61050000,6962.578,
,63390000,6953.502,
,65740000,6943.522,
,68090000,6932.733,
,70440000,6921.22,
,72790000,6909.076,
,75130000,6896.384,
,77480000,6883.23,
,79830000,6869.699,
,82180000,6855.869,
,84530000,6841.823,
,85000000,6838.994,
,85470000,6836.162,
,85930000,6833.325,
,86400000,6830.484,
,86870000,6827.642,
,87340000,6824.794,
,87810000,6821.948,
,88280000,6819.099,
,88750000,6816.25,
,89220000,6813.401,
,89690000,6810.553,
,90160000,6807.707,
,90630000,6804.863,
,91100000,6802.021,
,91570000,6799.182,
,92040000,6796.348,
,92510000,6793.52,
,92980000,6790.694,
,93450000,6787.875,
,93920000,6785.065,
,103300000,6731.174,
,112700000,6685.277,
,122100000,6652.661,
,131500000,6638.57,
,136200000,6639.928,
,140900000,6647.468,
,150300000,6681.991,
,152600000,6694.703,
,159700000,6742.374,
,164400000,6781.787,
,169100000,6826.958,
,176100000,6904.829,
,178400000,6933.338,
,187800000,7059.32,
,199600000,7242.056,
,211300000,7451.514,
,223100000,7687.612,
,234800000,7951.421,
,258300000,8571.22,
,281800000,9338.281,
,305200000,10297.396,
,328700000,11519.211,
,352200000,13118.134,
,375700000,15290.024,
,422600000,23203.18,
,469600000,49942.793,
2,2p+1,->,3s0
,704400000,9382.693,
,939200000,3982.767,
76,2p+1,->,3d0
,10,6562.82,
,4696000,6659.661,
,7044000,6707.542,
,9392000,6755.692,
,11740000,6804.114,
,14090000,6852.815,
,16440000,6901.802,
,18780000,6951.085,
,21130000,7000.677,
,23480000,7050.589,
,25830000,7100.841,
,28180000,7151.443,
,30520000,7202.417,
,32870000,7253.783,
,37570000,7357.761,
,42260000,7463.549,
,46960000,7571.333,
,49310000,7626.032,
,51650000,7681.303,
,54000000,7737.173,
,56350000,7793.667,
,58700000,7850.806,
,61050000,7908.622,
,63390000,7967.145,
,65740000,8026.396,
,68090000,8086.41,
,70440000,8147.209,
,72790000,8208.827,
,75130000,8271.291,
,77480000,8334.631,
,79830000,8398.883,
,82180000,8464.071,
,84530000,8530.23,
,85000000,8543.58,
,85470000,8556.972,
,85930000,8570.405,
,86400000,8583.878,
,86870000,8597.396,
,87340000,8610.947,
,87810000,8624.548,
,88280000,8638.187,
,88750000,8651.869,
,89220000,8665.593,
,89690000,8679.361,
,90160000,8693.172,
,90630000,8707.025,
,91100000,8720.924,
,91570000,8734.864,
,92040000,8748.849,
,92510000,8762.882,
,92980000,8776.955,
,93450000,8791.075,
,93920000,8805.241,
,103300000,9098.536,
,112700000,9412.555,
,122100000,9750.021,
,131500000,10114.031,
,136200000,10307.074,
,140900000,10508.119,
,150300000,10936.395,
,152600000,11049.351,
,159700000,11403.66,
,164400000,11653.648,
,169100000,11915.592,
,176100000,12332.882,
,178400000,12478.968,
,187800000,13101.975,
,199600000,13979.99,
,211300000,14991.712,
,223100000,16170.035,
,234800000,17559.561,
,258300000,21247.539,
,281800000,26989.156,
,305200000,37156.762,
,328700000,60075.121,
,352200000,99999,
5,2p+1,->,3d0
,375700000,99999,
,422600000,38713.395,
,469600000,20807.879,
,704400000,5813.648,
,939200000,3167.717,
41,2p+1,->,3d+1
,10,6562.82,
,4696000,6562.433,
,7044000,6559.615,
,9392000,6555.69,
,11740000,6550.683,
,14090000,6544.618,
,16440000,6537.527,
,18780000,6529.442,
,21130000,6520.406,
,23480000,6510.457,
,28180000,6487.99,
,32870000,6462.389,
,37570000,6434.007,
,42260000,6403.188,
,46960000,6370.261,
,51650000,6335.526,
,56350000,6299.271,
,61050000,6261.745,
,65740000,6223.181,
,70440000,6183.784,
,75130000,6143.737,
,79830000,6103.201,
,84530000,6062.321,
,89220000,6021.219,
,93920000,5980.006,
,103300000,5897.613,
,112700000,5815.76,
,122100000,5734.904,
,131500000,5655.382,
,140900000,5577.427,
,164400000,5390.344,
,187800000,5215.174,
,211300000,5051.963,
,234800000,4900.186,
,281800000,4627.719,
,328700000,4391.031,
,375700000,4183.921,
,422600000,4001.249,
,469600000,3838.878,
,704400000,3236.172,
,939200000,2841.596,
60,2s0,->,3p+1
,10,6562.82,
,4696000,6466.293,
,7044000,6414.297,
,9392000,6360.622,
,11740000,6305.422,
,14090000,6248.854,
,18780000,6132.279,
,23480000,6012.208,
,28180000,5889.894,
,30520000,5828.26,
,32870000,5766.486,
,35220000,5704.691,
,37570000,5642.988,
,39920000,5581.478,
,42260000,5520.257,
,46960000,5399,
,51650000,5279.788,
,56350000,5163.066,
,61050000,5049.174,
,65740000,4938.364,
,70440000,4830.803,
,75130000,4726.602,
,79830000,4625.818,
,84530000,4528.468,
,89220000,4434.535,
,93920000,4343.976,
,98610000,4256.727,
,103300000,4172.711,
,108000000,4091.837,
,112700000,4014.009,
,117400000,3939.122,
,122100000,3867.07,
,126800000,3797.743,
,131500000,3731.031,
,136200000,3666.826,
,140900000,3605.019,
,150300000,3488.175,
,159700000,3379.682,
,169100000,3278.771,
,178400000,3184.728,
,187800000,3096.899,
,197200000,3014.687,
,206600000,2937.555,
,216000000,2865.021,
,225400000,2796.651,
,234800000,2732.063,
,244200000,2670.912,
,253600000,2612.895,
,263000000,2557.741,
,272400000,2505.211,
,281800000,2455.091,
,295800000,2384.017,
,328700000,2234.625,
,352200000,2139.689,
,375700000,2052.861,
,399200000,1972.988,
,422600000,1899.151,
,469600000,1766.736,
,704400000,1303.588,
,939200000,1025.672,
41,2p+1,->,3d+2
,10,6562.82,
,4696000,6467.76,
,7044000,6417.531,
,9392000,6366.253,
,11740000,6314.022,
,14090000,6260.945,
,16440000,6207.126,
,18780000,6152.673,
,21130000,6097.692,
,23480000,6042.288,
,28180000,5930.605,
,32870000,5818.374,
,37570000,5706.258,
,42260000,5594.828,
,46960000,5484.565,
,51650000,5375.857,
,56350000,5269.02,
,61050000,5164.293,
,65740000,5061.862,
,70440000,4961.857,
,75130000,4864.369,
,79830000,4769.45,
,84530000,4677.127,
,89220000,4587.402,
,93920000,4500.257,
,103300000,4333.572,
,112700000,4176.695,
,122100000,4029.142,
,131500000,3890.374,
,140900000,3759.832,
,164400000,3465.874,
,187800000,3211.888,
,211300000,2991.022,
,234800000,2797.648,
,281800000,2476,
,328700000,2219.968,
,375700000,2011.726,
,422600000,1839.212,
,469600000,1694.038,
,704400000,1215.837,
,939200000,949.448,
47,2p0,->,3d+1
,10,6562.82,
,4696000,6468.856,
,7044000,6419.955,
,9392000,6370.474,
,11740000,6320.477,
,14090000,6270.023,
,16440000,6219.177,
,18780000,6168.004,
,21130000,6116.567,
,23480000,6064.933,
,25830000,6013.159,
,28180000,5961.307,
,30520000,5909.433,
,32870000,5857.594,
,35220000,5805.839,
,37570000,5754.218,
,42260000,5651.553,
,46960000,5549.92,
,51650000,5449.59,
,56350000,5350.79,
,61050000,5253.699,
,65740000,5158.46,
,70440000,5065.182,
,75130000,4973.943,
,79830000,4884.799,
,84530000,4797.783,
,89220000,4712.91,
,93920000,4630.18,
,103300000,4471.095,
,112700000,4320.328,
,122100000,4177.576,
,131500000,4042.473,
,140900000,3914.622,
,164400000,3624.029,
,187800000,3369.97,
,211300000,3146.843,
,234800000,2949.858,
,258300000,2775.012,
,281800000,2618.988,
,305200000,2479.047,
,328700000,2352.922,
,352200000,2238.732,
,375700000,2134.908,
,422600000,1953.3,
,469600000,1799.839,
,704400000,1291.014,
,939200000,1006.084,
19,3d0,->,5p+1
,4696000,12268.289,
,7044000,11880.725,
,9392000,11452.892,
,14090000,10558.178,
,23480000,9150.837,
,32870000,8068.667,
,46960000,7051.364,
,70440000,5900.703,
,93920000,5026.886,
,140900000,3930.637,
,234800000,2870.992,
,328700000,2285.472,
,469600000,1757.927,
,704400000,1283.472,
,939200000,1008.375,
,1409000000,700.08,
,2348000000,433.331,
,3287000000,313.707,
,4696000000,221.882,
18,2s0,->,6h+1
,10,4101.74,
,4696000,4055.346,
,7044000,4024.616,
,9392000,3990.428,
,14090000,3914.829,
,23480000,3747.878,
,32870000,3528.357,
,39920000,3378.274,
,46960000,3262.092,
,70440000,2977.975,
,93920000,2744.582,
,140900000,2372.492,
,234800000,1928.822,
,328700000,1641.667,
,399200000,1476.227,
,469600000,1344.406,
,704400000,1039.765,
,939200000,845.686,
18,2s0,->,6f+1
,10,4101.74,
,4696000,4044.456,
,7044000,4003.049,
,9392000,3957.312,
,14090000,3860.477,
,23480000,3667.099,
,32870000,3482.189,
,39920000,3360.127,
,46960000,3237.318,
,70440000,2911.306,
,93920000,2690.887,
,140900000,2338.944,
,234800000,1905.848,
,328700000,1625.623,
,399200000,1465.334,
,469600000,1335.647,
,704400000,1034.481,
,939200000,842.122,
18,2s0,->,6p+1
,10,4101.74,
,4696000,4020.918,
,7044000,3955.114,
,9392000,3880.905,
,14090000,3758.558,
,23480000,3587.236,
,32870000,3418.295,
,39920000,3291.34,
,46960000,3184.553,
,70440000,2868.046,
,93920000,2654.422,
,140900000,2316.446,
,234800000,1890.582,
,328700000,1614.716,
,399200000,1457.679,
,469600000,1329.617,
,704400000,1030.856,
,939200000,839.679,
18,2s0,->,7h+1
,10,3970.07,
,4696000,3917.648,
,7044000,3881.29,
,9392000,3841.827,
,14090000,3724.932,
,23480000,3513.21,
,32870000,3357.574,
,39920000,3245.151,
,46960000,3137.299,
,70440000,2842.428,
,93920000,2629.221,
,140900000,2300.605,
,234800000,1879.938,
,328700000,1607.028,
,399200000,1452.11,
,469600000,1325.291,
,704400000,1028.261,
,939200000,837.932,
18,2s0,->,7f+1
,10,3970.07,
,4696000,3896.521,
,7044000,3842.151,
,9392000,3785.818,
,14090000,3682.051,
,23480000,3476.338,
,32870000,3310.861,
,39920000,3206.409,
,46960000,3104.856,
,70440000,2838.01,
,93920000,2611.232,
,140900000,2289.02,
,234800000,1872.226,
,328700000,1601.425,
,399200000,1447.952,
,469600000,1322.082,
,704400000,1026.339,
,939200000,836.637,
18,2s0,->,7p+1
,10,3970.07,
,4696000,3862.73,
,7044000,3792.516,
,9392000,3748.731,
,14090000,3648.89,
,23480000,3448.565,
,32870000,3282.281,
,39920000,3175.983,
,46960000,3080.457,
,70440000,2817.413,
,93920000,2597.987,
,140900000,2280.289,
,234800000,1866.461,
,328700000,1597.222,
,399200000,1444.775,
,469600000,1319.636,
,704400000,1024.875,
,939200000,835.641,
18,2p+1,->,6g+2
,10,4101.74,
,4696000,4046.29,
,7044000,4006.519,
,9392000,3962.298,
,14090000,3867.004,
,23480000,3668.965,
,32870000,3466.693,
,39920000,3310.978,
,46960000,3161.654,
,70440000,2785.117,
,93920000,2516.196,
,140900000,2120.586,
,234800000,1608.609,
,328700000,1316.507,
,399200000,1166.923,
,469600000,1051.274,
,704400000,797.756,
,939200000,648.323,
18,2p+1,->,6d+2
,10,4101.74,
,4696000,4023.395,
,7044000,3960.068,
,9392000,3888.578,
,14090000,3738.534,
,23480000,3522.579,
,32870000,3334.497,
,39920000,3205.649,
,46960000,3083.147,
,70440000,2707.038,
,93920000,2442.341,
,140900000,2063.454,
,234800000,1589.398,
,328700000,1299.566,
,399200000,1153.214,
,469600000,1039.872,
,704400000,790.781,
,939200000,643.524,
18,2p+1,->,7i+2
,10,3970.07,
,4696000,3915.128,
,7044000,3874.568,
,9392000,3828.776,
,14090000,3726.503,
,23480000,3473.498,
,32870000,3255.331,
,39920000,3118.873,
,46960000,3003.655,
,70440000,2665.169,
,93920000,2397.854,
,140900000,2029.069,
,234800000,1571.746,
,328700000,1288.997,
,399200000,1144.701,
,469600000,1032.813,
,704400000,786.492,
,939200000,640.586,
18,2p+1,->,7g+2
,10,3970.07,
,4696000,3898.569,
,7044000,3845.272,
,9392000,3788.613,
,14090000,3673.425,
,23480000,3431.036,
,32870000,3234.59,
,39920000,3090.041,
,46960000,2949.916,
,70440000,2631.96,
,93920000,2369.228,
,140900000,2007.025,
,234800000,1558.54,
,328700000,1281.963,
,399200000,1139.056,
,469600000,1028.141,
,704400000,783.667,
,939200000,638.658,
18,2p+1,->,7d+2
,10,3970.07,
,4696000,3865.605,
,7044000,3782.08,
,9392000,3720.213,
,14090000,3608.825,
,23480000,3385.699,
,32870000,3181.356,
,39920000,3058.475,
,46960000,2940.512,
,70440000,2603.821,
,93920000,2349.841,
,140900000,1992.094,
,234800000,1549.301,
,328700000,1277.045,
,399200000,1135.121,
,469600000,1024.89,
,704400000,781.709,
,939200000,637.324,
18,2p+1,->,6g+1
,10,4101.74,
,4696000,4088.708,
,7044000,4072.93,
,9392000,4053.382,
,14090000,4007.153,
,23480000,3899.425,
,32870000,3780.937,
,39920000,3690.852,
,46960000,3604.986,
,70440000,3364.056,
,93920000,3164.299,
,140900000,2829.713,
,234800000,2440.971,
,328700000,2189.722,
,399200000,2047.567,
,469600000,1934.052,
,704400000,1665.059,
,939200000,1491.16,
18,2p+1,->,6d+1
,10,4101.74,
,4696000,4070.03,
,7044000,4034.846,
,9392000,3992.951,
,14090000,3902.594,
,23480000,3761.46,
,32870000,3650.717,
,39920000,3570.121,
,46960000,3491.335,
,70440000,3261.822,
,93920000,3079.855,
,140900000,2772.749,
,234800000,2393.345,
,328700000,2149.9,
,399200000,2011.944,
,469600000,1901.657,
,704400000,1639.9,
,939200000,1470.331,
18,2p+1,->,7i+1
,10,3970.07,
,4696000,3953.637,
,7044000,3934.282,
,9392000,3910.435,
,14090000,3853.853,
,23480000,3700.853,
,32870000,3566.754,
,39920000,3488.412,
,46960000,3414.514,
,70440000,3194.166,
,93920000,3019.605,
,140900000,2736.527,
,234800000,2363.242,
,328700000,2124.855,
,399200000,1989.593,
,469600000,1881.369,
,704400000,1624.213,
,939200000,1457.381,
18,2p+1,->,7g+1
,10,3970.07,
,4696000,3941.569,
,7044000,3912.11,
,9392000,3878.075,
,14090000,3802.561,
,23480000,3658.822,
,32870000,3521.088,
,39920000,3433.737,
,46960000,3361.371,
,70440000,3148.787,
,93920000,2978.715,
,140900000,2709.795,
,234800000,2342.981,
,328700000,2108.058,
,399200000,1974.629,
,469600000,1867.806,
,704400000,1613.76,
,939200000,1448.77,
18,2p+1,->,7d+1
,10,3970.07,
,4696000,3914.646,
,7044000,3861.963,
,9392000,3813.972,
,14090000,3752.553,
,23480000,3612.755,
,32870000,3489.311,
,39920000,3398.4,
,46960000,3323.625,
,70440000,3117.071,
,93920000,2950.221,
,140900000,2689.052,
,234800000,2328.685,
,328700000,2096.237,
,399200000,1964.112,
,469600000,1858.284,
,704400000,1606.439,
,939200000,1442.75,
18,2p0,->,6g+1
,10,4101.74,
,4696000,4052.187,
,7044000,4018.649,
,9392000,3981.803,
,14090000,3902.508,
,23480000,3735.088,
,32870000,3565.549,
,39920000,3442.305,
,46960000,3326.714,
,70440000,3003.245,
,93920000,2741.407,
,140900000,2328.012,
,234800000,1836.215,
,328700000,1529.18,
,399200000,1362.833,
,469600000,1231.282,
,704400000,937.948,
,939200000,761.814,
18,2p0,->,6d+1
,10,4101.74,
,4696000,4033.839,
,7044000,3981.568,
,9392000,3923.472,
,14090000,3803.271,
,23480000,3608.317,
,32870000,3449.515,
,39920000,3337.055,
,46960000,3229.696,
,70440000,2921.498,
,93920000,2677.799,
,140900000,2289.318,
,234800000,1809.134,
,328700000,1509.652,
,399200000,1346.959,
,469600000,1218.072,
,704400000,929.911,
,939200000,756.34,
18,2p0,->,7i+1
,10,3970.07,
,4696000,3919.479,
,7044000,3883.61,
,9392000,3843.774,
,14090000,3756.965,
,23480000,3552.509,
,32870000,3374.457,
,39920000,3265.559,
,46960000,3163.848,
,70440000,2867.106,
,93920000,2632.136,
,140900000,2264.569,
,234800000,1791.88,
,328700000,1497.26,
,399200000,1336.905,
,469600000,1209.717,
,704400000,924.846,
,939200000,752.899,
18,2p0,->,7g+1
,10,3970.07,
,4696000,3907.617,
,7044000,3862.004,
,9392000,3812.504,
,14090000,3708.203,
,23480000,3513.762,
,32870000,3333.554,
,39920000,3217.599,
,46960000,3118.169,
,70440000,2830.491,
,93920000,2601.013,
,140900000,2246.232,
,234800000,1780.208,
,328700000,1488.9,
,399200000,1330.132,
,469600000,1204.095,
,704400000,921.448,
,939200000,750.594,
18,2p0,->,7d+1
,10,3970.07,
,4696000,3881.154,
,7044000,3813.126,
,9392000,3750.533,
,14090000,3660.63,
,23480000,3471.254,
,32870000,3305.058,
,39920000,3186.551,
,46960000,3085.661,
,70440000,2804.836,
,93920000,2579.26,
,140900000,2231.961,
,234800000,1771.943,
,328700000,1482.994,
,399200000,1325.351,
,469600000,1200.13,
,704400000,919.056,
,939200000,748.975,
16,2p+1,->,6g0
,10,4101.74,
,4696000,4132.435,
,7044000,4142.561,
,9392000,4150.579,
,14090000,4162.398,
,23480000,4106.967,
,32870000,4038.034,
,39920000,4044.262,
,46960000,4050.71,
,70440000,4032.332,
,93920000,4029.532,
,140900000,4207.354,
,234800000,4828.239,
,328700000,5942.364,
,399200000,7414.267,
,469600000,10171.582,
2,2p+1,->,6g0
,704400000,27981.744,
,939200000,5441.687,
16,2p+1,->,6d0
,10,4101.74,
,4696000,4116.805,
,7044000,4110.075,
,9392000,4097.959,
,14090000,4066.277,
,23480000,4032.569,
,32870000,3969.356,
,39920000,3951.861,
,46960000,3959.059,
,70440000,3969.739,
,93920000,4014.799,
,140900000,4154.584,
,234800000,4766.148,
,328700000,5857.628,
,399200000,7285.052,
,469600000,9933.333,
2,2p+1,->,6d0
,704400000,29816.02,
,939200000,5504.359,
16,2p+1,->,6s0
,10,4101.74,
,4696000,4092.087,
,7044000,4058.725,
,9392000,4014.453,
,14090000,4009.734,
,23480000,3971.013,
,32870000,3940.055,
,39920000,3900.146,
,46960000,3897.489,
,70440000,3924.552,
,93920000,3969.183,
,140900000,4116.831,
,234800000,4720.933,
,328700000,5795.933,
,399200000,7191.432,
,469600000,9762.321,
2,2p+1,->,6s0
,704400000,31363.008,
,939200000,5552.648,
16,2p+1,->,7i0
,10,3970.07,
,4696000,3995.476,
,7044000,4001.811,
,9392000,4005.952,
,14090000,3933.145,
,23480000,3924.376,
,32870000,3881.69,
,39920000,3878.18,
,46960000,3855.873,
,70440000,3888.823,
,93920000,3934.694,
,140900000,4088.869,
,234800000,4687.026,
,328700000,5749.569,
,399200000,7121.316,
,469600000,9635.103,
2,2p+1,->,7i0
,704400000,32669.787,
,939200000,5590.645,
16,2p+1,->,7g0
,10,3970.07,
,4696000,3983.034,
,7044000,3975.722,
,9392000,3962.758,
,14090000,3912.799,
,23480000,3869.156,
,32870000,3844.445,
,39920000,3841.015,
,46960000,3831.551,
,70440000,3860.644,
,93920000,3908.987,
,140900000,4067.571,
,234800000,4660.962,
,328700000,5713.819,
,399200000,7067.382,
,469600000,9537.731,
2,2p+1,->,7g0
,704400000,33777.379,
,939200000,5621.219,
16,2p+1,->,7d0
,10,3970.07,
,4696000,3963.385,
,7044000,3940.349,
,9392000,3918.114,
,14090000,3907.862,
,23480000,3831.555,
,32870000,3823.42,
,39920000,3810.531,
,46960000,3814.814,
,70440000,3838.646,
,93920000,3889.347,
,140900000,4050.968,
,234800000,4640.501,
,328700000,5685.658,
,399200000,7024.968,
,469600000,9461.449,
2,2p+1,->,7d0
,704400000,34720.535,
,939200000,5646.521,
16,2p+1,->,7s0
,10,3970.07,
,4696000,3928.159,
,7044000,3912.452,
,9392000,3909.103,
,14090000,3859.415,
,23480000,3808.772,
,32870000,3800.041,
,39920000,3787.403,
,46960000,3794.92,
,70440000,3821.39,
,93920000,3874.007,
,140900000,4037.771,
,234800000,4624.147,
,328700000,5663.07,
,399200000,6990.991,
,469600000,9400.521,
2,2p+1,->,7s0
,704400000,35528.594,
,939200000,5668.229,
